"","state","state.name","middate","pollster","pollster_id","poll_grade","samplesize","population","clinton","trump","days.until"
"772","ME","Maine","10/17/16","Google Consumer Surveys",73,"B",137,"likelyvoters",36.58,36.27,22
"773","ME","Maine","10/14/16","Maine People's Resource Center",328,"C",890,"likelyvoters",42,36,25
"774","ME","Maine CD-1","10/14/16","Maine People's Resource Center",328,"C",469,"likelyvoters",45.5,35.5,25
"775","ME","Maine CD-2","10/14/16","Maine People's Resource Center",328,"C",420,"likelyvoters",38.2,37,25
"776","ME","Maine","10/12/16","CVOTER International",192,"C+",313,"likelyvoters",55,41.6,27
"777","ME","Maine","10/12/16","Google Consumer Surveys",73,"B",82,"likelyvoters",42.77,25.71,27
"778","ME","Maine CD-2","10/10/16","Clarity Campaign Labs",115,"B",932,"likelyvoters",39,39,29
"779","ME","Maine","10/10/16","Ipsos",25,"A-",202,"likelyvoters",47.76,38.69,29
"780","ME","Maine CD-2","10/8/16","Maine People's Resource Center",328,"C",424,"likelyvoters",38.8,40.4,31
"781","ME","Maine CD-1","10/8/16","Maine People's Resource Center",328,"C",468,"likelyvoters",48.7,32.3,31
"782","ME","Maine","10/8/16","Maine People's Resource Center",328,"C",892,"likelyvoters",44,36.1,31
"783","ME","Maine","10/6/16","Google Consumer Surveys",73,"B",37,"likelyvoters",42.82,41.51,33
"784","ME","Maine","10/5/16","CVOTER International",192,"C+",305,"likelyvoters",55,41.2,34
"785","ME","Maine","10/3/16","Ipsos",25,"A-",244,"likelyvoters",48.2,34.82,36
"786","ME","Maine CD-2","10/2/16","Normington, Petts & Associates",280,"C+",400,"likelyvoters",44,40,37
"787","ME","Maine","9/30/16","Google Consumer Surveys",73,"B",74,"likelyvoters",49.93,22.54,39
"788","ME","Maine","9/26/16","Ipsos",25,"A-",266,"likelyvoters",45.94,33.06,43
"789","ME","Maine","9/25/16","CVOTER International",192,"C+",462,"likelyvoters",53.7,43,44
"790","ME","Maine","9/23/16","Google Consumer Surveys",73,"B",75,"likelyvoters",36.31,28.63,46
"791","ME","Maine CD-2","9/21/16","Normington, Petts & Associates",280,"C+",400,"likelyvoters",40,44,48
"792","ME","Maine","9/19/16","Ipsos",25,"A-",276,"likelyvoters",45.01,33.56,50
"793","ME","Maine","9/18/16","CVOTER International",192,"C+",460,"likelyvoters",53.6,42.5,51
"794","ME","Maine","9/17/16","University of New Hampshire",37,"B+",513,"likelyvoters",40,36,52
"795","ME","Maine CD-2","9/17/16","University of New Hampshire",37,"B+",207,"likelyvoters",34,48,52
"796","ME","Maine CD-1","9/17/16","University of New Hampshire",37,"B+",206,"likelyvoters",50,28,52
"797","ME","Maine","9/17/16","Google Consumer Surveys",73,"B",59,"likelyvoters",33.3,35.15,52
"798","ME","Maine CD-2","9/16/16","Maine People's Resource Center",328,"C",396,"likelyvoters",33.2,44.3,53
"799","ME","Maine CD-1","9/16/16","Maine People's Resource Center",328,"C",440,"likelyvoters",40.5,29.8,53
"800","ME","Maine","9/16/16","Maine People's Resource Center",328,"C",835,"likelyvoters",37,36.7,53
"801","ME","Maine","9/12/16","Ipsos",25,"A-",247,"likelyvoters",39.71,38.19,57
"802","ME","Maine","9/10/16","Google Consumer Surveys",73,"B",88,"likelyvoters",33.34,27.83,59
"803","ME","Maine","9/7/16","SurveyUSA",12,"A",779,"likelyvoters",42,39,62
"804","ME","Maine CD-2","9/7/16","SurveyUSA",12,"A",397,"likelyvoters",37,47,62
"805","ME","Maine CD-1","9/7/16","SurveyUSA",12,"A",382,"likelyvoters",49,31,62
"806","ME","Maine","9/5/16","Ipsos",25,"A-",213,"likelyvoters",41,39.71,64
"807","ME","Maine","9/3/16","Emerson College",119,"B",800,"likelyvoters",44,35,66
"808","ME","Maine CD-1","9/3/16","Emerson College",119,"B",400,"likelyvoters",52,30.1,66
"809","ME","Maine CD-2","9/3/16","Emerson College",119,"B",400,"likelyvoters",36.2,40.7,66
"810","ME","Maine","9/3/16","Google Consumer Surveys",73,"B",114,"likelyvoters",37.56,28.42,66
"811","ME","Maine","8/29/16","Ipsos",25,"A-",189,"likelyvoters",52.06,32.89,71
"812","ME","Maine","8/27/16","Google Consumer Surveys",73,"B",104,"likelyvoters",47.02,17.28,73
"813","ME","Maine","8/22/16","Ipsos",25,"A-",160,"likelyvoters",42.22,41.65,78
"814","ME","Maine","8/20/16","SurveyMonkey",352,"C-",715,"registeredvoters",37,34,80
"815","ME","Maine","8/20/16","Google Consumer Surveys",73,"B",105,"likelyvoters",35.99,32.25,80
"816","ME","Maine CD-2","8/18/16","Maine People's Resource Center",328,"C",399,"likelyvoters",37.8,33.6,82
"817","ME","Maine CD-1","8/18/16","Maine People's Resource Center",328,"C",442,"likelyvoters",45.2,30.9,82
"818","ME","Maine","8/18/16","Maine People's Resource Center",328,"C",841,"likelyvoters",42,32,82
"819","ME","Maine","8/15/16","Ipsos",25,"A-",176,"likelyvoters",38.78,39.83,85
"820","ME","Maine","8/13/16","Google Consumer Surveys",73,"B",121,"likelyvoters",45.25,17.56,87
"821","ME","Maine","8/8/16","Ipsos",25,"A-",210,"likelyvoters",32.92,37.19,92
"822","ME","Maine","8/6/16","Gravis Marketing",181,"B-",2046,"registeredvoters",43,33,94
"823","ME","Maine","6/18/16","University of New Hampshire",37,"B+",475,"likelyvoters",42,35,143
"824","ME","Maine CD-1","6/18/16","University of New Hampshire",37,"B+",247,"likelyvoters",48,33,143
"825","ME","Maine CD-2","6/18/16","University of New Hampshire",37,"B+",222,"likelyvoters",36,37,143
"826","ME","Maine","3/7/16","Critical Insights",331,"C",610,"likelyvoters",43,34,246
"827","MI","Michigan","10/18/16","Mitchell Research & Communications",370,"D",1102,"likelyvoters",51,38,21
"828","MI","Michigan","10/17/16","Marketing Resource Group (MRG)",188,"C+",600,"likelyvoters",41,36,22
"829","MI","Michigan","10/17/16","Ipsos",25,"A-",441,"likelyvoters",45.18,40.82,22
"830","MI","Michigan","10/17/16","Google Consumer Surveys",73,"B",637,"likelyvoters",37.41,28.49,22
"831","MI","Michigan","10/12/16","CVOTER International",192,"C+",327,"likelyvoters",51.7,44.3,27
"832","MI","Michigan","10/12/16","SurveyMonkey",352,"C-",1331,"likelyvoters",45,37,27
"833","MI","Michigan","10/12/16","Google Consumer Surveys",73,"B",581,"likelyvoters",33.6,33.62,27
"834","MI","Michigan","10/11/16","Mitchell Research & Communications",370,"D",1429,"likelyvoters",47,37,28
"835","MI","Michigan","10/10/16","Glengariff Group, Inc.",102,"B",600,"likelyvoters",42.2,30.6,29
"836","MI","Michigan","10/10/16","Ipsos",25,"A-",1168,"likelyvoters",43.78,37.33,29
"837","MI","Michigan","10/6/16","Google Consumer Surveys",73,"B",587,"likelyvoters",39.75,28.98,33
"838","MI","Michigan","10/5/16","CVOTER International",192,"C+",338,"likelyvoters",51.5,44,34
"839","MI","Michigan","10/3/16","Ipsos",25,"A-",418,"likelyvoters",44.75,38.18,36
"840","MI","Michigan","10/2/16","EPIC-MRA",34,"A-",600,"likelyvoters",43,32,37
"841","MI","Michigan","9/30/16","Google Consumer Surveys",73,"B",657,"likelyvoters",37.61,30.85,39
"842","MI","Michigan","9/27/16","Glengariff Group, Inc.",102,"B",600,"likelyvoters",42,35,42
"843","MI","Michigan","9/27/16","Mitchell Research & Communications",370,"D",1956,"likelyvoters",46,41,42
"844","MI","Michigan","9/26/16","Ipsos",25,"A-",375,"likelyvoters",39.35,39.05,43
"845","MI","Michigan","9/25/16","CVOTER International",192,"C+",554,"likelyvoters",49.8,46.3,44
"846","MI","Michigan","9/23/16","Google Consumer Surveys",73,"B",516,"likelyvoters",37.28,29.9,46
"847","MI","Michigan","9/21/16","Target Insyght",307,"C",600,"registeredvoters",46,41,48
"848","MI","Michigan","9/18/16","CVOTER International",192,"C+",549,"likelyvoters",49.9,45.5,51
"849","MI","Michigan","9/17/16","Google Consumer Surveys",73,"B",613,"likelyvoters",34.85,33.58,52
"850","MI","Michigan","9/15/16","Ipsos",25,"A-",632,"likelyvoters",42.97,41.67,54
"851","MI","Michigan","9/11/16","EPIC-MRA",34,"A-",600,"likelyvoters",38,35,58
"852","MI","Michigan","9/10/16","Google Consumer Surveys",73,"B",681,"likelyvoters",34.61,31.05,59
"853","MI","Michigan","9/8/16","Ipsos",25,"A-",644,"likelyvoters",43.63,43.84,61
"854","MI","Michigan","9/6/16","Mitchell Research & Communications",370,"D",940,"likelyvoters",45,39,63
"855","MI","Michigan","9/3/16","Google Consumer Surveys",73,"B",615,"likelyvoters",35.17,29.24,66
"856","MI","Michigan","9/1/16","Ipsos",25,"A-",613,"likelyvoters",42.74,41.32,68
"857","MI","Michigan","8/27/16","Google Consumer Surveys",73,"B",578,"likelyvoters",34.69,30.08,73
"858","MI","Michigan","8/26/16","Emerson College",119,"B",800,"likelyvoters",44.9,39.5,74
"859","MI","Michigan","8/25/16","Ipsos",25,"A-",494,"likelyvoters",41.5,42.49,75
"860","MI","Michigan","8/23/16","Suffolk University",65,"B+",500,"likelyvoters",43.6,37.2,77
"861","MI","Michigan","8/20/16","SurveyMonkey",352,"C-",2428,"registeredvoters",39,38,80
"862","MI","Michigan","8/20/16","Google Consumer Surveys",73,"B",542,"likelyvoters",33.34,33.02,80
"863","MI","Michigan","8/18/16","Ipsos",25,"A-",542,"likelyvoters",43.25,43.78,82
"864","MI","Michigan","8/13/16","Google Consumer Surveys",73,"B",682,"likelyvoters",37.13,29.03,87
"865","MI","Michigan","8/11/16","Ipsos",25,"A-",630,"likelyvoters",43.97,42.89,89
"866","MI","Michigan","8/9/16","Mitchell Research & Communications",370,"D",1314,"likelyvoters",44,33,91
"867","MI","Michigan","8/1/16","EPIC-MRA",34,"A-",600,"likelyvoters",43,32,99
"868","MI","Michigan","7/31/16","Glengariff Group, Inc.",102,"B",600,"likelyvoters",41,31.6,100
"869","MI","Michigan","7/14/16","YouGov",81,"B",1201,"likelyvoters",42,39,117
"870","MI","Michigan","7/13/16","Marketing Resource Group (MRG)",188,"C+",800,"likelyvoters",34,29,118
"871","MI","Michigan","7/8/16","Mitchell Research & Communications",370,"D",600,"likelyvoters",40,34,123
"872","MI","Michigan","6/16/16","Evolving Strategies",NA,"",612,"likelyvoters",47,30,145
"873","MI","Michigan","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",48,33,146
"874","MI","Michigan","5/25/16","Glengariff Group, Inc.",102,"B",600,"likelyvoters",36.8,32.7,167
"875","MI","Michigan","3/23/16","SurveyUSA",12,"A",904,"likelyvoters",49,38,230
"876","MI","Michigan","3/20/16","EPIC-MRA",34,"A-",600,"likelyvoters",47,37,233
"877","MI","Michigan","3/2/16","Marist College",8,"A",2229,"registeredvoters",52,36,251
"878","MI","Michigan","2/24/16","Marketing Resource Group (MRG)",188,"C+",600,"likelyvoters",44,39,258
"879","MI","Michigan","1/24/16","EPIC-MRA",34,"A-",600,"likelyvoters",43,41,289
"880","MN","Minnesota","10/17/16","Google Consumer Surveys",73,"B",596,"likelyvoters",35.95,28.73,22
"881","MN","Minnesota","10/13/16","Ipsos",25,"A-",499,"likelyvoters",44.14,32.36,26
"882","MN","Minnesota","10/12/16","CVOTER International",192,"C+",329,"likelyvoters",50.9,45.7,27
"883","MN","Minnesota","10/12/16","Google Consumer Surveys",73,"B",597,"likelyvoters",35.74,30.31,27
"884","MN","Minnesota","10/6/16","Ipsos",25,"A-",611,"likelyvoters",42.74,35.8,33
"885","MN","Minnesota","10/6/16","Google Consumer Surveys",73,"B",580,"likelyvoters",39.04,25.42,33
"886","MN","Minnesota","10/5/16","CVOTER International",192,"C+",322,"likelyvoters",50.6,45.3,34
"887","MN","Minnesota","9/30/16","Google Consumer Surveys",73,"B",578,"likelyvoters",37.89,28.42,39
"888","MN","Minnesota","9/29/16","Ipsos",25,"A-",645,"likelyvoters",42.03,37.57,40
"889","MN","Minnesota","9/25/16","CVOTER International",192,"C+",497,"likelyvoters",49.4,47,44
"890","MN","Minnesota","9/23/16","Google Consumer Surveys",73,"B",547,"likelyvoters",37.46,28.24,46
"891","MN","Minnesota","9/23/16","Gravis Marketing",181,"B-",906,"likelyvoters",43,43,46
"892","MN","Minnesota","9/22/16","Ipsos",25,"A-",551,"likelyvoters",42.8,34.63,47
"893","MN","Minnesota","9/18/16","CVOTER International",192,"C+",488,"likelyvoters",50.1,46,51
"894","MN","Minnesota","9/18/16","SurveyUSA",12,"A",625,"likelyvoters",46,39,51
"895","MN","Minnesota","9/17/16","Google Consumer Surveys",73,"B",579,"likelyvoters",37.2,26.85,52
"896","MN","Minnesota","9/15/16","Ipsos",25,"A-",510,"likelyvoters",42.86,35.94,54
"897","MN","Minnesota","9/13/16","Mason-Dixon Polling & Research, Inc.",49,"B+",625,"registeredvoters",44,38,56
"898","MN","Minnesota","9/10/16","Google Consumer Surveys",73,"B",426,"likelyvoters",34.49,25.54,59
"899","MN","Minnesota","9/8/16","Ipsos",25,"A-",537,"likelyvoters",43.91,33.76,61
"900","MN","Minnesota","9/3/16","Google Consumer Surveys",73,"B",632,"likelyvoters",34.61,26.85,66
"901","MN","Minnesota","9/1/16","Ipsos",25,"A-",517,"likelyvoters",41.56,31.31,68
"902","MN","Minnesota","8/27/16","Google Consumer Surveys",73,"B",524,"likelyvoters",38.29,24.77,73
"903","MN","Minnesota","8/25/16","Ipsos",25,"A-",457,"likelyvoters",41.97,32.95,75
"904","MN","Minnesota","8/20/16","SurveyMonkey",352,"C-",2054,"registeredvoters",41,34,80
"905","MN","Minnesota","8/20/16","Google Consumer Surveys",73,"B",524,"likelyvoters",36.85,24.96,80
"906","MN","Minnesota","8/18/16","Ipsos",25,"A-",523,"likelyvoters",43.51,34.62,82
"907","MN","Minnesota","8/13/16","Google Consumer Surveys",73,"B",555,"likelyvoters",40.71,25.69,87
"908","MN","Minnesota","8/11/16","Ipsos",25,"A-",541,"likelyvoters",42.1,33.97,89
"909","MN","Minnesota","4/26/16","Mason-Dixon Polling & Research, Inc.",49,"B+",800,"registeredvoters",48,35,196
"910","MN","Minnesota","1/19/16","Mason-Dixon Polling & Research, Inc.",49,"B+",800,"registeredvoters",43,38,294
"911","MO","Missouri","10/18/16","Emerson College",119,"B",600,"likelyvoters",39,47,21
"912","MO","Missouri","10/17/16","Google Consumer Surveys",73,"B",587,"likelyvoters",37.53,34.42,22
"913","MO","Missouri","10/13/16","Ipsos",25,"A-",321,"likelyvoters",37.03,48.14,26
"914","MO","Missouri","10/12/16","CVOTER International",192,"C+",359,"likelyvoters",44.5,51.4,27
"915","MO","Missouri","10/12/16","Google Consumer Surveys",73,"B",608,"likelyvoters",37.93,26.95,27
"916","MO","Missouri","10/10/16","Remington",NA,"",2171,"likelyvoters",42,47,29
"917","MO","Missouri","10/10/16","Monmouth University",1,"A+",406,"likelyvoters",41,46,29
"918","MO","Missouri","10/6/16","Ipsos",25,"A-",433,"likelyvoters",36.11,48.21,33
"919","MO","Missouri","10/6/16","Google Consumer Surveys",73,"B",585,"likelyvoters",34.15,30.38,33
"920","MO","Missouri","10/5/16","CVOTER International",192,"C+",378,"likelyvoters",44.7,50.7,34
"921","MO","Missouri","9/30/16","Google Consumer Surveys",73,"B",611,"likelyvoters",38.49,29.66,39
"922","MO","Missouri","9/29/16","Ipsos",25,"A-",478,"likelyvoters",37.05,48.7,40
"923","MO","Missouri","9/26/16","Remington",NA,"",1279,"likelyvoters",39,49,43
"924","MO","Missouri","9/25/16","CVOTER International",192,"C+",570,"likelyvoters",43.5,52.6,44
"925","MO","Missouri","9/23/16","Google Consumer Surveys",73,"B",560,"likelyvoters",34.39,31.95,46
"926","MO","Missouri","9/22/16","Ipsos",25,"A-",403,"likelyvoters",36.06,47.69,47
"927","MO","Missouri","9/22/16","YouGov",81,"B",1087,"likelyvoters",37,46,47
"928","MO","Missouri","9/18/16","CVOTER International",192,"C+",571,"likelyvoters",43.5,52,51
"929","MO","Missouri","9/17/16","Google Consumer Surveys",73,"B",588,"likelyvoters",33.26,31.81,52
"930","MO","Missouri","9/15/16","Ipsos",25,"A-",356,"likelyvoters",35.23,50.79,54
"931","MO","Missouri","9/11/16","Emerson College",119,"B",600,"likelyvoters",34,47,58
"932","MO","Missouri","9/10/16","Google Consumer Surveys",73,"B",636,"likelyvoters",34.37,33.32,59
"933","MO","Missouri","9/8/16","Ipsos",25,"A-",351,"likelyvoters",35.77,53.43,61
"934","MO","Missouri","9/3/16","Google Consumer Surveys",73,"B",637,"likelyvoters",35.45,31.19,66
"935","MO","Missouri","9/1/16","Remington",NA,"",1275,"likelyvoters",38,47,68
"936","MO","Missouri","9/1/16","Ipsos",25,"A-",361,"likelyvoters",33.97,52.69,68
"937","MO","Missouri","8/27/16","Google Consumer Surveys",73,"B",584,"likelyvoters",37.17,32.83,73
"938","MO","Missouri","8/26/16","Public Policy Polling",60,"B+",1055,"likelyvoters",41,47,74
"939","MO","Missouri","8/25/16","Ipsos",25,"A-",297,"likelyvoters",35.46,50.78,75
"940","MO","Missouri","8/20/16","SurveyMonkey",352,"C-",1801,"registeredvoters",34,43,80
"941","MO","Missouri","8/20/16","Monmouth University",1,"A+",401,"likelyvoters",43,44,80
"942","MO","Missouri","8/20/16","Google Consumer Surveys",73,"B",545,"likelyvoters",35.53,34.72,80
"943","MO","Missouri","8/18/16","Ipsos",25,"A-",297,"likelyvoters",39.68,46.1,82
"944","MO","Missouri","8/13/16","Google Consumer Surveys",73,"B",542,"likelyvoters",38.89,28.71,87
"945","MO","Missouri","8/11/16","Ipsos",25,"A-",365,"likelyvoters",46.15,41.13,89
"946","MO","Missouri","8/8/16","Public Policy Polling",60,"B+",947,"likelyvoters",42,45,92
"947","MO","Missouri","8/5/16","Remington",NA,"",1280,"likelyvoters",42,44,95
"948","MO","Missouri","7/23/16","Mason-Dixon Polling & Research, Inc.",49,"B+",625,"likelyvoters",41,40,108
"949","MO","Missouri","7/22/16","SurveyUSA",12,"A",1943,"likelyvoters",37,47,109
"950","MO","Missouri","3/20/16","DFM Research",135,"B-",674,"likelyvoters",42,40,233
"951","MO","Missouri","3/3/16","Remington",NA,"",903,"likelyvoters",38,43,250
"952","MS","Mississippi","10/17/16","Google Consumer Surveys",73,"B",237,"likelyvoters",31.1,45.01,22
"953","MS","Mississippi","10/12/16","CVOTER International",192,"C+",322,"likelyvoters",41.9,53.9,27
"954","MS","Mississippi","10/12/16","Google Consumer Surveys",73,"B",212,"likelyvoters",22.04,53.32,27
"955","MS","Mississippi","10/10/16","Ipsos",25,"A-",171,"likelyvoters",37.3,52.08,29
"956","MS","Mississippi","10/6/16","Google Consumer Surveys",73,"B",186,"likelyvoters",23.91,50.69,33
"957","MS","Mississippi","10/5/16","CVOTER International",192,"C+",324,"likelyvoters",41.7,53.5,34
"958","MS","Mississippi","10/3/16","Ipsos",25,"A-",196,"likelyvoters",41.16,48.59,36
"959","MS","Mississippi","9/30/16","Google Consumer Surveys",73,"B",205,"likelyvoters",24.3,45.98,39
"960","MS","Mississippi","9/26/16","Ipsos",25,"A-",198,"likelyvoters",39.96,51.09,43
"961","MS","Mississippi","9/25/16","CVOTER International",192,"C+",528,"likelyvoters",39.7,56.5,44
"962","MS","Mississippi","9/23/16","Google Consumer Surveys",73,"B",172,"likelyvoters",25.49,52.31,46
"963","MS","Mississippi","9/19/16","Ipsos",25,"A-",202,"likelyvoters",38.2,49.22,50
"964","MS","Mississippi","9/18/16","CVOTER International",192,"C+",512,"likelyvoters",40.6,55,51
"965","MS","Mississippi","9/17/16","Google Consumer Surveys",73,"B",246,"likelyvoters",17.14,54.84,52
"966","MS","Mississippi","9/12/16","Ipsos",25,"A-",185,"likelyvoters",37.59,49.94,57
"967","MS","Mississippi","9/10/16","Google Consumer Surveys",73,"B",224,"likelyvoters",20.26,56.57,59
"968","MS","Mississippi","9/5/16","Ipsos",25,"A-",173,"likelyvoters",37.2,51.15,64
"969","MS","Mississippi","9/3/16","Google Consumer Surveys",73,"B",194,"likelyvoters",26.97,53.12,66
"970","MS","Mississippi","8/29/16","Ipsos",25,"A-",155,"likelyvoters",35.29,58.25,71
"971","MS","Mississippi","8/27/16","Google Consumer Surveys",73,"B",253,"likelyvoters",25.24,47.98,73
"972","MS","Mississippi","8/22/16","Ipsos",25,"A-",150,"likelyvoters",30.33,58.52,78
"973","MS","Mississippi","8/20/16","SurveyMonkey",352,"C-",823,"registeredvoters",43,46,80
"974","MS","Mississippi","8/20/16","Google Consumer Surveys",73,"B",277,"likelyvoters",23.07,53.52,80
"975","MS","Mississippi","8/15/16","Ipsos",25,"A-",161,"likelyvoters",36.54,53.49,85
"976","MS","Mississippi","8/13/16","Google Consumer Surveys",73,"B",268,"likelyvoters",17.52,52.99,87
"977","MS","Mississippi","8/11/16","Magellan Strategies",302,"C",1084,"likelyvoters",39,52,89
"978","MS","Mississippi","8/8/16","Ipsos",25,"A-",214,"likelyvoters",38.33,51.86,92
"979","MS","Mississippi","3/29/16","Mason-Dixon Polling & Research, Inc.",49,"B+",625,"registeredvoters",43,46,224
"980","MT","Montana","10/17/16","Google Consumer Surveys",73,"B",125,"likelyvoters",38.19,34.88,22
"981","MT","Montana","10/12/16","CVOTER International",192,"C+",329,"likelyvoters",40.6,54.5,27
"982","MT","Montana","10/12/16","Google Consumer Surveys",73,"B",141,"likelyvoters",27.78,28.31,27
"983","MT","Montana","10/11/16","Mason-Dixon Polling & Research, Inc.",49,"B+",1003,"likelyvoters",36,46,28
"984","MT","Montana","10/10/16","Ipsos",25,"A-",109,"likelyvoters",31.74,50.8,29
"985","MT","Montana","10/6/16","Google Consumer Surveys",73,"B",158,"likelyvoters",32.1,40.84,33
